date_of_Payment,account_Number,branch_ID,bank_ID,transaction_ID,transaction_Amount,mode_of_Transfer1,date_of_Submission,invoice_Due_Date,remittance_Number,total_due_Amount,amount_Paid,balance_Amount,mode_of_Transfer2,status
29/06/2019,4550000000000000,SIL362,BOA012,ADB61330,21811,"bank account transfer,cash,mobile money",15/07/2019,11/07/2019,PMT-105235,22234,21811,423,"bank account transfer,cash,mobile money",Rejected
20/02/2020,4275384634746050,PAN27,Nort012,CCS61331,28457,"cash to cash,credit/debit card service",15/02/2020,24/02/2020,PMT-105236,29157,28457,700,"cash to cash,credit/debit card service",Rejected
11/11/2019,4720000000000000,SIL362,JPM012,TRN61332,20724,account to account,15/11/2019,01/12/2019,PMT-105237,20861,20724,137,account to account,Approved
29/04/2019,4180000000000000,ITS03,Nort012,CCS61333,15189,"bank account transfer,debit card",15/04/2019,28/04/2019,PMT-105238,15717,15189,528,"bank account transfer,debit card",Approved
23/10/2019,4490000000000000,BEL16,RBC012,EX061334,17348,usd service,25/10/2019,01/11/2019,PMT-105239,17819,17348,471,usd service,Approved
27/12/2018,4300000000000000,BEL16,RBC012,ADB61335,26196,prepaid card,11/01/2019,30/01/2019,PMT-105240,27148,26196,952,prepaid card,Approved
28/10/2019,4250000000000000,ITS03,GMS012,CCS61336,18166,prepaid card,28/10/2019,13/11/2019,PMT-105241,19082,18166,916,prepaid card,Rejected
20/03/2019,4523540557614720,SIL362,Nort012,TRN61337,530,cash to account,25/03/2019,03/04/2019,PMT-105242,1233,530,703,prepaid card,Rejected
15/06/2019,4700000000000000,GPA01,BNP012,TRN61338,4909,account to account,15/06/2019,02/07/2019,PMT-105243,5356,4909,447,account to account,Approved
05/05/2019,4418568818305560,HEB18,WF012,CCS61339,20117,eur service,25/04/2019,06/05/2019,PMT-105244,20352,20117,235,eur service,Approved
27/09/2020,4440000000000000,GPA01,WF012,TRN61340,5032,cash,01/10/2020,10/10/2020,PMT-105245,5240,5032,208,cash,Rejected
25/07/2019,4540000000000000,PAN27,CITI012,EX061341,30642,door to door,25/07/2019,07/08/2019,PMT-105246,31295,30642,653,door to door,Rejected
08/01/2020,4170000000000000,MAR263,GMS012,TRN61342,22528,"cash,cash to account",25/01/2020,11/02/2020,PMT-105247,23260,22528,732,"cash,cash to account",Approved
15/04/2019,4810000000000000,MAR263,RBC012,CCS61343,36578,"cash,debit/credit card",28/04/2019,09/05/2019,PMT-105248,36924,36578,346,"cash,debit/credit card",Rejected
24/08/2019,4696544390601290,HEB18,WF012,TRN61344,10955,cash,28/08/2019,03/09/2019,PMT-105249,11033,10955,78,cash,Approved
08/12/2019,4650000000000000,GPA01,UBS012,EX061345,16051,"cash to account,credit/debit card service",28/11/2019,05/12/2019,PMT-105250,16111,16051,60,"cash to account,credit/debit card service",Approved
15/01/2020,4320000000000000,ITS03,JPM012,TRN61346,25680,prepaid card,28/01/2020,05/02/2020,PMT-105251,26275,25680,595,prepaid card,Approved
06/03/2019,4630000000000000,CCS08,Nort012,CCS61347,25006,"bank account transfer,debit card",15/03/2019,11/03/2019,PMT-105252,25637,25006,631,"bank account transfer,debit card",Rejected
26/10/2019,4320000000000000,MAJ962,DEU012,CCS61348,3313,"account to account,door to door",31/10/2019,18/11/2019,PMT-105253,3458,3313,145,"account to account,door to door",Rejected
15/06/2019,4820000000000000,GPA01,MUFG012,TRN61349,4953,cash,15/06/2019,20/06/2019,PMT-105254,5584,4953,631,cash,Approved
25/12/2018,4460000000000000,ITS03,DEU012,ADB61350,9722,"account,card,cash to cash",08/01/2019,24/01/2019,PMT-105255,9940,9722,218,"account,card,cash to cash",Rejected
25/05/2019,4500000000000000,SIL362,BNP012,TRN61351,22532,cash to account,25/05/2019,09/06/2019,PMT-105256,23355,22532,823,cash to account,Rejected
06/08/2019,4486019260868800,HEB18,MS012,CCS61352,25545,"account to account,door to door",25/07/2019,05/08/2019,PMT-105257,25796,25545,251,"account to account,door to door",Rejected
25/12/2019,4130000000000000,BEL16,RBC012,EX061353,30989,"account to account,door to door",28/12/2019,06/01/2020,PMT-105258,31514,30989,525,"account to account,door to door",Approved
02/12/2019,4260000000000000,CCS08,BMO012,ADB61354,19437,usd service,15/12/2019,01/01/2020,PMT-105259,19832,19437,395,usd service,Rejected
12/03/2020,4410000000000000,GPA01,BMO012,CCS61355,18041,cash,15/03/2020,27/03/2020,PMT-105260,18668,18041,627,cash,Rejected
10/01/2020,4270000000000000,CCS08,GMS012,CCS61356,4033,"account,card,cash to cash",02/01/2020,09/01/2020,PMT-105261,5003,4033,970,"account,card,cash to cash",Rejected
24/06/2019,4300000000000000,ITS03,AE012,EX061357,12811,cash to account,28/06/2019,14/07/2019,PMT-105262,12968,12811,157,cash to account,Rejected
15/12/2019,4810000000000000,CCS08,BNP012,ADB61358,24805,"cash to account,credit/debit card service",15/12/2019,11/12/2019,PMT-105263,24931,24805,126,"cash to account,credit/debit card service",Approved
15/10/2019,4870000000000000,GPA01,WF012,TRN61359,9142,"cash,debit/credit card",15/10/2019,21/10/2019,PMT-105264,9714,9142,572,"cash,debit/credit card",Approved
29/12/2018,4430000000000000,GPA01,Nort012,CCS61360,9289,"bank account transfer,debit card",08/01/2019,20/01/2019,PMT-105265,10010,9289,721,"bank account transfer,debit card",Rejected
08/07/2019,4260000000000000,CCS08,BNP012,EX061361,8083,"account,card,cash to cash",15/07/2019,04/08/2019,PMT-105266,8947,8083,864,"account,card,cash to cash",Rejected
27/12/2019,4490000000000000,SIL362,DEU012,ADB61362,33626,eur service,15/12/2019,17/12/2019,PMT-105267,34253,33626,627,eur service,Approved
02/08/2019,4904477933916270,SIL362,GMS012,CCS61363,11794,account to account,15/08/2019,18/08/2019,PMT-105268,12220,11794,426,account to account,Rejected
31/12/2018,4480000000000000,PAN27,CITI012,TRN61364,22558,cash to account,07/01/2019,16/01/2019,PMT-105269,23303,22558,745,cash to account,Approved
22/05/2019,4920000000000000,HEB18,BOA012,EX061365,10523,door to account,25/05/2019,27/05/2019,PMT-105270,11119,10523,596,door to account,Approved
28/03/2019,4190000000000000,PAN27,RBC012,ADB61366,39942,cash to account,28/03/2019,05/04/2019,PMT-105271,39997,39942,55,cash to account,Approved
16/12/2019,4630000000000000,MAJ962,GMS012,CCS61367,19580,door to door,25/12/2019,01/01/2020,PMT-105272,19809,19580,229,eur service,Rejected
25/04/2019,4440000000000000,SIL362,SSC012,CCS61368,18839,cash,25/04/2019,14/05/2019,PMT-105273,18914,18839,75,cash,Rejected
13/02/2020,4486019260868800,ITS03,CITI012,TRN61369,18032,"account,account to cash",25/02/2020,27/02/2020,PMT-105274,18788,18032,756,"account,account to cash",Approved
31/01/2020,4130000000000000,HEB18,RBC012,ADB61370,24760,cash,31/01/2020,05/02/2020,PMT-105275,25666,24760,906,cash,Approved
03/10/2019,4610000000000000,GPA01,MS012,CCS61371,10217,"bank account transfer,debit card",25/09/2019,14/10/2019,PMT-105276,10397,10217,180,"bank account transfer,debit card",Rejected
25/11/2019,4400000000000000,CCS08,MUFG012,CCS61372,18883,cash to account,25/11/2019,08/12/2019,PMT-105277,19490,18883,607,cash to account,Rejected
20/04/2019,4920000000000000,PAN27,WF012,EX161373,31402,cash to account,28/04/2019,12/05/2019,PMT-105278,32010,31402,608,prepaid card,Rejected
25/06/2019,4180000000000000,CCS08,Nort012,TRN61374,23653,"cash,debit/credit card",25/06/2019,13/07/2019,PMT-105279,24631,23653,978,"cash,debit/credit card",Approved
22/01/2020,4750000000000000,ITS03,GMS012,CCS61375,34994,cash,25/01/2020,28/01/2020,PMT-105280,35058,34994,64,cash,Rejected
25/09/2019,4420000000000000,PAN27,BMO012,TRN61376,30936,prepaid card,25/09/2019,07/10/2019,PMT-105281,31728,30936,792,prepaid card,Rejected
13/06/2019,4310965278942460,BEL16,RBC012,TRN61377,23966,"cash to account,credit/debit card service",15/06/2019,27/06/2019,PMT-105282,24630,23966,664,"cash to account,credit/debit card service",Approved
06/01/2019,4486019260868800,SIL362,AE012,EX161378,19812,"cash to account,credit/debit card service",12/01/2019,29/01/2019,PMT-105283,20387,19812,575,"cash to account,credit/debit card service",Rejected
15/01/2020,4920000000000000,CCS08,WF012,ADB61379,28169,cash,15/01/2020,02/02/2020,PMT-105284,29048,28169,879,cash,Rejected
12/06/2019,4860000000000000,BEL16,UBS012,CCS61380,2137,cash,28/06/2019,04/07/2019,PMT-105285,2303,2137,166,cash,Rejected
09/05/2019,4730056511858720,SIL362,BNP012,TRN61381,2005,mobile,15/05/2019,04/06/2019,PMT-105286,2235,2005,230,mobile,Rejected
18/01/2020,4880000000000000,MAR263,WF012,CCS61382,17030,"account,cash to cash",31/01/2020,10/02/2020,PMT-105287,17557,17030,527,"account,cash to cash",Rejected
01/01/2020,4150000000000000,PAN27,BOA012,EX061383,11603,cash,28/12/2019,15/01/2020,PMT-105288,11742,11603,139,cash,Rejected
28/07/2019,4820000000000000,GPA01,Nort012,ADB61384,36197,"bank account transfer,cash,mobile money",15/08/2019,18/08/2019,PMT-105289,36574,36197,377,"bank account transfer,cash,mobile money",Approved
25/09/2019,4370000000000000,GPA01,BNP012,CCS61385,34406,door to account,28/09/2019,30/09/2019,PMT-105290,35318,34406,912,door to account,Approved
15/03/2020,4904477933916270,BEL16,AE012,TRN61386,17519,cash,15/03/2020,25/03/2020,PMT-105291,17936,17519,417,cash,Approved
03/01/2019,4360000000000000,ITS03,BMO012,TRN61387,14883,"cash to cash,credit/debit card service",03/01/2019,11/01/2019,PMT-105292,15136,14883,253,"cash to cash,credit/debit card service",Approved
09/11/2019,4480000000000000,CCS08,HSBC012,CCS61388,9940,"bank account transfer,cash,mobile money",25/11/2019,15/12/2019,PMT-105293,10875,9940,935,"bank account transfer,cash,mobile money",Rejected
29/12/2019,4270000000000000,ITS03,BARC012,TRN61389,33883,"bank account transfer,debit card",31/12/2019,27/12/2019,PMT-105294,34409,33883,526,"bank account transfer,debit card",Rejected
15/01/2020,4730056511858720,MAR263,MUFG012,EX061390,6661,"account,cash to cash",15/01/2020,20/01/2020,PMT-105295,6955,6661,294,"account,cash to cash",Approved
15/11/2019,4523540557614720,HEB18,AE012,TRN61391,35514,"account,cash to cash",15/11/2019,25/11/2019,PMT-105296,35797,35514,283,"account,cash to cash",Rejected
10/12/2019,4850000000000000,PAN27,AE012,CCS61392,12347,"bank account transfer,debit card",28/12/2019,03/01/2020,PMT-105297,12965,12347,618,mobile,Rejected
29/06/2019,4260000000000000,SIL362,MS012,TRN61393,13117,"cash,cash to account",15/07/2019,24/07/2019,PMT-105298,13328,13117,211,"cash,cash to account",Rejected
25/02/2019,4489858858391470,PAN27,BNP012,EX061394,22918,"cash to account,credit/debit card service",15/03/2019,22/03/2019,PMT-105299,23005,22918,87,"cash to account,credit/debit card service",Rejected
10/01/2019,4418568818305560,CCS08,SSC012,TRN61395,27257,eur service,10/01/2019,17/01/2019,PMT-105300,27854,27257,597,eur service,Rejected
25/04/2019,4879302596918820,ITS03,BMO012,CCS61396,13444,door to account,25/04/2019,15/05/2019,PMT-105301,13579,13444,135,door to account,Approved
05/04/2019,4210000000000000,CCS08,SSC012,CCS61397,32221,account to account,15/04/2019,23/04/2019,PMT-105302,32416,32221,195,account to account,Rejected
10/05/2019,4240000000000000,GPA01,GMS012,TRN61398,32750,"account,card,cash to cash",28/04/2019,16/05/2019,PMT-105303,32811,32750,61,"account,card,cash to cash",Approved
28/12/2019,4489858858391470,MAJ962,CITI012,ADB61399,25339,"account,cash to cash",15/01/2020,21/01/2020,PMT-105304,25424,25339,85,"account,cash to cash",Rejected
15/12/2019,4190000000000000,HEB18,GMS012,TRN61400,16113,prepaid card,15/12/2019,18/12/2019,PMT-105305,16976,16113,863,prepaid card,Approved
28/01/2020,4460000000000000,CCS08,DEU012,CCS61401,34186,"account to account,door to door",28/01/2020,24/01/2020,PMT-105306,34748,34186,562,"account to account,door to door",Rejected
29/12/2018,4540000000000000,BEL16,CITI012,EX061402,15599,"card,cash to cash",05/01/2019,19/01/2019,PMT-105307,16539,15599,940,"card,cash to cash",Approved
21/10/2019,4920000000000000,PAN27,BNP012,ADB61403,16570,cash to account,28/10/2019,24/10/2019,PMT-105308,16832,16570,262,cash to account,Approved
23/02/2020,4760000000000000,CCS08,WF012,CCS61404,11085,cash to account,25/02/2020,11/03/2020,PMT-105309,11503,11085,418,cash to account,Approved
18/12/2019,4696544390601290,ITS03,SSC012,CCS61405,27725,"account,card,cash to cash",28/12/2019,02/01/2020,PMT-105310,28479,27725,754,"account,card,cash to cash",Rejected
30/03/2019,4750000000000000,BEL16,WF012,EX061406,11087,mobile money,15/04/2019,11/04/2019,PMT-105311,11270,11087,183,mobile money,Approved
29/05/2019,4540000000000000,GPA01,AE012,ADB61407,12285,cash to account,25/05/2019,05/06/2019,PMT-105312,12456,12285,171,cash to account,Approved
22/09/2019,4865123733298850,PAN27,UBS012,TRN61408,15357,cash to account,28/09/2019,03/10/2019,PMT-105313,15498,15357,141,cash to account,Rejected
29/12/2018,4380000000000000,MAR263,HSBC012,CCS61409,13173,"account to account,door to door",03/01/2019,20/01/2019,PMT-105314,13792,13173,619,"account to account,door to door",Approved
31/12/2018,4400000000000000,BEL16,MUFG012,EX061410,36614,"account,account to cash",03/01/2019,09/01/2019,PMT-105315,37363,36614,749,"account,account to cash",Approved
24/04/2019,4357820946481790,BEL16,RBC012,ADB61411,39185,"cash to account,credit/debit card service",30/04/2019,06/05/2019,PMT-105316,39787,39185,602,"cash to account,credit/debit card service",Approved
23/04/2019,4865123733298850,SIL362,AE012,CCS61412,28511,"bank account transfer,debit card",25/04/2019,08/05/2019,PMT-105317,29294,28511,783,"bank account transfer,debit card",Rejected
19/04/2019,4210000000000000,GPA01,UBS012,TRN61413,4083,"bank account transfer,debit card",25/04/2019,03/05/2019,PMT-105318,4774,4083,691,"bank account transfer,debit card",Rejected
25/05/2019,4400000000000000,CCS08,JPM012,EX061414,25754,"bank account transfer,debit card",25/05/2019,07/06/2019,PMT-105319,25964,25754,210,"bank account transfer,debit card",Approved
30/10/2019,4790000000000000,CCS08,CITI012,ADB61415,39510,"account to account,door to door",15/11/2019,23/11/2019,PMT-105320,39785,39510,275,"account to account,door to door",Approved
28/12/2019,4310965278942460,GPA01,BOA012,CCS61416,14105,"account,account to cash",28/12/2019,02/01/2020,PMT-105321,14760,14105,655,"account,account to cash",Rejected
02/12/2019,4550000000000000,SIL362,AE012,CCS61417,37622,"account,cash to cash",15/12/2019,17/12/2019,PMT-105322,37819,37622,197,"account,cash to cash",Rejected
30/11/2019,4465487619421600,BEL16,GMS012,TRN61418,22788,usd service,15/11/2019,04/12/2019,PMT-105323,23484,22788,696,door to account,Approved
23/08/2019,4360000000000000,BEL16,JPM012,ADB61419,31261,"account to account,door to door",31/08/2019,20/09/2019,PMT-105324,31785,31261,524,"account to account,door to door",Rejected
11/07/2019,4460000000000000,MAR263,BMO012,CCS61420,872,"account,cash to cash",28/07/2019,09/08/2019,PMT-105325,1758,872,886,"account,cash to cash",Rejected
25/06/2019,4320000000000000,SIL362,BNP012,CCS61421,22576,"account,cash to account",28/06/2019,07/07/2019,PMT-105326,23357,22576,781,"account,cash to account",Approved
13/02/2020,4790000000000000,BEL16,HSBC012,EX161422,23847,mobile,28/02/2020,19/03/2020,PMT-105327,23949,23847,102,mobile,Rejected
14/06/2019,4170000000000000,HEB18,HSBC012,TRN61423,29299,eur service,28/06/2019,07/07/2019,PMT-105328,30254,29299,955,eur service,Approved
11/05/2019,4850000000000000,GPA01,RBC012,CCS61424,38454,"card,cash to cash",28/05/2019,12/06/2019,PMT-105329,39368,38454,914,"card,cash to cash",Rejected
31/05/2019,4865123733298850,SIL362,AE012,TRN61425,6882,prepaid card,31/05/2019,12/06/2019,PMT-105330,6946,6882,64,prepaid card,Rejected
08/07/2019,4689180256780640,SIL362,UBS012,TRN61426,38658,"cash to account,credit/debit card service",25/07/2019,14/08/2019,PMT-105331,38893,38658,235,"cash to account,credit/debit card service",Rejected
23/01/2020,4370000000000000,CCS08,Nort012,EX161427,35267,mobile,25/01/2020,13/02/2020,PMT-105332,35490,35267,223,mobile,Rejected
25/11/2019,4689180256780640,CCS08,DEU012,ADB61428,13919,"cash,cash to account",25/11/2019,03/12/2019,PMT-105333,14163,13919,244,"cash,cash to account",Approved
31/01/2020,4500000000000000,SIL362,GMS012,CCS61429,38945,account to account,31/01/2020,18/02/2020,PMT-105334,39507,38945,562,account to account,Rejected
13/01/2020,4830000000000000,HEB18,MUFG012,TRN61430,23020,"cash to account,credit/debit card service",15/01/2020,03/02/2020,PMT-105335,23791,23020,771,"cash to account,credit/debit card service",Rejected
11/01/2020,4840000000000000,HEB18,GMS012,CCS61431,21752,account to account,15/01/2020,18/01/2020,PMT-105336,22552,21752,800,account to account,Rejected
07/01/2020,4430000000000000,CCS08,AE012,EX061432,35571,door to account,15/01/2020,11/01/2020,PMT-105337,36556,35571,985,door to account,Rejected
25/08/2019,4489858858391470,HEB18,MS012,ADB61433,25092,"bank account transfer,debit card",25/08/2019,02/09/2019,PMT-105338,26019,25092,927,"bank account transfer,debit card",Rejected
13/02/2020,4720000000000000,CCS08,MUFG012,CCS61434,20959,"account,account to cash",15/02/2020,06/03/2020,PMT-105339,21461,20959,502,"account,account to cash",Approved
08/03/2020,4610000000000000,MAJ962,SSC012,TRN61435,6336,cash to account,15/03/2020,18/03/2020,PMT-105340,7303,6336,967,cash to account,Approved
19/01/2019,4520000000000000,BEL16,WF012,TRN61436,12574,prepaid card,10/01/2019,23/01/2019,PMT-105341,13141,12574,567,prepaid card,Rejected
15/04/2019,4350000000000000,BEL16,DEU012,CCS61437,35234,"card,cash to cash",15/04/2019,29/04/2019,PMT-105342,36115,35234,881,"cash to cash,credit/debit card service",Rejected
23/02/2020,4780000000000000,ITS03,MS012,TRN61438,7252,account to account,25/02/2020,21/02/2020,PMT-105343,8187,7252,935,account to account,Approved
13/12/2019,4387350758070690,PAN27,SSC012,EX061439,10003,"bank account transfer,debit card",25/12/2019,30/12/2019,PMT-105344,10067,10003,64,"bank account transfer,debit card",Rejected
31/12/2018,4730056511858720,CCS08,SSC012,TRN61440,29885,"card,cash to cash",09/01/2019,21/01/2019,PMT-105345,30491,29885,606,"card,cash to cash",Approved
15/11/2019,4871073844665610,SIL362,SSC012,CCS61441,31654,"card,cash to cash",15/11/2019,02/12/2019,PMT-105346,32408,31654,754,"card,cash to cash",Approved
15/11/2019,4350000000000000,CCS08,JPM012,TRN61442,12106,"card,cash to cash",15/11/2019,27/11/2019,PMT-105347,12735,12106,629,"card,cash to cash",Rejected
15/01/2020,4440000000000000,PAN27,GMS012,EX061443,15252,"account to account,door to door",15/01/2020,26/01/2020,PMT-105348,16079,15252,827,"account to account,door to door",Approved
